idOrden;idProducto;cantidadDevuelta;fechaDevolucion;motivoDevolucion;resolucion
23914;2434;2;17/10/19;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
23920;326;2;24/11/20;Producto o tamano incorrecto;Intercambio por variante
23921;7224;8;1/1/14;Producto o tamano incorrecto;Reembolso
23922;12044;3;2/4/16;Producto o tamano incorrecto;Intercambio por nuevos productos
23922;9167;4;16/3/16;Producto o tamano incorrecto;Credito de la tienda
23928;7116;2;17/10/13;Producto o tamano incorrecto;Reembolso
23931;9812;7;30/1/15;Producto danado o defectuoso;Intercambio por variante
23931;6685;7;18/2/15;Producto danado o defectuoso;Reembolso
23933;13396;6;25/1/14;Producto o tamano incorrecto;Intercambio por nuevos productos
23943;4960;7;22/1/20;Producto danado o defectuoso;Intercambio por nuevos productos
23948;1124;7;2/6/11;Producto o tamano incorrecto;Intercambio por variante
23948;8880;1;15/6/11;Producto danado o defectuoso;Credito de la tienda
23964;7789;2;21/4/05;Cambio de idea o insatisfaccion personal;Credito de la tienda
23971;11760;5;28/4/13;Producto danado o defectuoso;Reembolso
23986;7438;2;7/10/12;Cambio de idea o insatisfaccion personal;Reembolso
23987;9771;2;24/12/08;Producto o tamano incorrecto;Credito de la tienda
23988;72;1;20/4/13;Producto danado o defectuoso;Intercambio por nuevos productos
23989;11655;5;15/7/15;Producto danado o defectuoso;Reembolso
23991;1093;7;23/11/06;Producto danado o defectuoso;Intercambio por variante
23996;8635;1;23/8/11;Cambio de idea o insatisfaccion personal;Credito de la tienda
24002;14714;2;14/2/14;Producto o tamano incorrecto;Intercambio por nuevos productos
24002;5685;1;4/3/14;Producto o tamano incorrecto;Reembolso
24004;6670;5;5/7/11;Producto danado o defectuoso;Intercambio por nuevos productos
24010;10499;4;3/10/13;Cambio de idea o insatisfaccion personal;Credito de la tienda
24013;3563;3;1/6/10;Cambio de idea o insatisfaccion personal;Intercambio por variante
24016;12950;8;7/7/15;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
24022;2455;4;15/12/19;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
24023;6047;3;15/12/19;Producto o tamano incorrecto;Reembolso
24027;6605;8;12/4/15;Cambio de idea o insatisfaccion personal;Intercambio por variante
24035;1598;4;24/1/18;Cambio de idea o insatisfaccion personal;Reembolso
24041;12890;4;26/5/13;Producto danado o defectuoso;Intercambio por nuevos productos
24042;5879;1;9/6/18;Producto o tamano incorrecto;Reembolso
24052;14178;4;10/12/09;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
24053;2812;1;27/1/09;Producto o tamano incorrecto;Credito de la tienda
24058;8722;7;31/5/19;Producto danado o defectuoso;Credito de la tienda
24063;3181;2;9/7/20;Producto danado o defectuoso;Reembolso
24068;5117;1;3/7/19;Producto danado o defectuoso;Intercambio por variante
24089;11314;7;25/12/11;Cambio de idea o insatisfaccion personal;Reembolso
24101;13310;1;30/12/11;Producto danado o defectuoso;Credito de la tienda
24105;12748;5;10/5/09;Cambio de idea o insatisfaccion personal;Intercambio por variante
24110;7770;1;3/5/11;Cambio de idea o insatisfaccion personal;Credito de la tienda
24110;12852;8;6/5/11;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
24112;3830;2;19/2/10;Producto danado o defectuoso;Intercambio por variante
24114;35;4;7/7/14;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
24118;2818;4;12/4/21;Producto danado o defectuoso;Reembolso
24119;5021;2;17/1/12;Producto o tamano incorrecto;Credito de la tienda
24143;3690;2;23/3/13;Producto o tamano incorrecto;Reembolso
24146;3123;1;17/1/21;Producto o tamano incorrecto;Credito de la tienda
24156;11340;2;19/10/10;Producto o tamano incorrecto;Credito de la tienda
24163;12664;1;20/12/14;Cambio de idea o insatisfaccion personal;Reembolso
24170;4798;7;21/6/14;Producto danado o defectuoso;Reembolso
24178;4272;4;6/7/10;Producto o tamano incorrecto;Intercambio por nuevos productos
24192;3604;11;28/6/12;Producto o tamano incorrecto;Intercambio por variante
24193;522;10;21/7/11;Producto danado o defectuoso;Intercambio por nuevos productos
24206;6189;1;14/7/09;Cambio de idea o insatisfaccion personal;Reembolso
24208;2322;4;30/7/17;Producto o tamano incorrecto;Reembolso
24212;9174;4;4/6/14;Producto danado o defectuoso;Reembolso
24217;12602;5;13/3/16;Cambio de idea o insatisfaccion personal;Credito de la tienda
24221;2276;2;20/1/16;Producto o tamano incorrecto;Reembolso
24227;12192;5;30/8/17;Cambio de idea o insatisfaccion personal;Credito de la tienda
24227;6852;3;1/9/17;Producto o tamano incorrecto;Reembolso
24228;2888;2;17/4/23;Producto danado o defectuoso;Intercambio por variante
24231;7305;2;26/9/08;Producto danado o defectuoso;Reembolso
24235;7435;1;26/7/19;Producto o tamano incorrecto;Credito de la tienda
24240;9550;5;14/11/12;Producto o tamano incorrecto;Intercambio por nuevos productos
24243;1946;5;4/3/19;Producto danado o defectuoso;Intercambio por nuevos productos
24265;136;2;31/1/19;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
24273;2958;2;25/4/13;Producto o tamano incorrecto;Intercambio por variante
24276;10122;1;14/10/11;Producto o tamano incorrecto;Reembolso
24277;2128;5;26/12/10;Cambio de idea o insatisfaccion personal;Reembolso
24281;7074;1;16/5/15;Cambio de idea o insatisfaccion personal;Reembolso
24281;2755;9;20/5/15;Cambio de idea o insatisfaccion personal;Reembolso
24283;8700;1;21/6/07;Cambio de idea o insatisfaccion personal;Credito de la tienda
24289;8855;3;11/11/12;Cambio de idea o insatisfaccion personal;Credito de la tienda
24309;1448;7;2/12/07;Producto danado o defectuoso;Intercambio por variante
24311;10314;4;21/2/15;Producto danado o defectuoso;Intercambio por variante
24332;5355;5;20/10/11;Producto o tamano incorrecto;Credito de la tienda
24333;11856;1;29/5/22;Producto danado o defectuoso;Intercambio por variante
24337;6654;1;19/9/13;Producto o tamano incorrecto;Credito de la tienda
24340;972;4;15/7/14;Producto o tamano incorrecto;Intercambio por nuevos productos
24342;11567;2;8/4/09;Producto danado o defectuoso;Intercambio por variante
24347;12517;7;1/3/12;Cambio de idea o insatisfaccion personal;Reembolso
24348;4526;3;19/8/12;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
24355;1346;5;28/5/09;Cambio de idea o insatisfaccion personal;Credito de la tienda
24359;4888;8;17/2/23;Producto danado o defectuoso;Intercambio por nuevos productos
24368;4671;1;14/4/10;Producto o tamano incorrecto;Intercambio por variante
24375;7803;4;1/5/07;Producto danado o defectuoso;Intercambio por variante
24385;7532;1;2/8/22;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
24396;10366;5;12/2/17;Producto danado o defectuoso;Credito de la tienda
24400;5385;2;22/11/11;Producto o tamano incorrecto;Intercambio por nuevos productos
24407;11059;1;12/6/16;Producto o tamano incorrecto;Intercambio por nuevos productos
24411;13053;1;24/10/14;Producto o tamano incorrecto;Reembolso
24413;11184;1;23/2/15;Producto o tamano incorrecto;Reembolso
24421;10044;2;13/4/14;Producto danado o defectuoso;Intercambio por nuevos productos
24430;6342;9;16/9/14;Producto o tamano incorrecto;Reembolso
24431;4454;4;14/12/21;Cambio de idea o insatisfaccion personal;Intercambio por variante
24436;5475;1;7/9/22;Producto danado o defectuoso;Reembolso
24439;10087;2;19/1/11;Producto o tamano incorrecto;Intercambio por variante
24444;10842;4;18/9/09;Cambio de idea o insatisfaccion personal;Reembolso
24447;10452;7;27/3/20;Cambio de idea o insatisfaccion personal;Credito de la tienda
24463;8751;1;16/2/14;Producto danado o defectuoso;Intercambio por variante
24472;7016;2;1/1/16;Producto o tamano incorrecto;Intercambio por variante
24475;14359;2;7/12/10;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
24480;7878;2;6/9/21;Cambio de idea o insatisfaccion personal;Reembolso
24483;14718;6;20/8/09;Producto danado o defectuoso;Intercambio por nuevos productos
24483;7781;4;30/8/09;Producto danado o defectuoso;Intercambio por nuevos productos
24495;9198;1;10/8/10;Cambio de idea o insatisfaccion personal;Intercambio por variante
24496;2153;3;1/1/14;Producto o tamano incorrecto;Reembolso
24500;7074;7;6/7/12;Producto o tamano incorrecto;Credito de la tienda
24506;3717;2;29/8/12;Producto danado o defectuoso;Intercambio por variante
24512;2911;3;17/7/12;Producto o tamano incorrecto;Intercambio por variante
24526;11833;2;30/8/12;Producto danado o defectuoso;Intercambio por variante
24528;1981;1;14/3/17;Producto danado o defectuoso;Intercambio por variante
24537;11079;5;29/10/21;Producto o tamano incorrecto;Intercambio por variante
24544;8533;7;8/11/13;Cambio de idea o insatisfaccion personal;Credito de la tienda
24555;10699;2;12/9/20;Producto danado o defectuoso;Intercambio por variante
24560;2583;1;29/10/16;Producto danado o defectuoso;Intercambio por nuevos productos
24560;411;1;2/10/16;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
24573;10664;2;5/6/11;Cambio de idea o insatisfaccion personal;Intercambio por variante
24574;2015;1;21/1/11;Producto danado o defectuoso;Intercambio por variante
24577;5682;2;20/5/20;Cambio de idea o insatisfaccion personal;Credito de la tienda
24584;14524;3;20/7/15;Cambio de idea o insatisfaccion personal;Credito de la tienda
24590;12612;5;15/9/21;Cambio de idea o insatisfaccion personal;Intercambio por variante
24594;6096;2;20/11/07;Producto danado o defectuoso;Reembolso
24598;6852;1;26/8/13;Cambio de idea o insatisfaccion personal;Reembolso
24619;869;3;12/1/12;Producto o tamano incorrecto;Credito de la tienda
24622;740;6;17/2/23;Producto o tamano incorrecto;Reembolso
24623;9393;1;19/12/10;Cambio de idea o insatisfaccion personal;Reembolso
24629;87;3;26/4/20;Cambio de idea o insatisfaccion personal;Credito de la tienda
24643;11217;5;5/8/15;Producto danado o defectuoso;Intercambio por variante
24663;5384;1;28/9/13;Producto danado o defectuoso;Intercambio por nuevos productos
24667;3364;5;2/3/21;Producto danado o defectuoso;Intercambio por variante
24671;10377;7;8/12/07;Cambio de idea o insatisfaccion personal;Intercambio por variante
24677;13522;12;22/5/12;Producto o tamano incorrecto;Credito de la tienda
24679;7500;5;1/6/10;Producto o tamano incorrecto;Credito de la tienda
24683;8317;9;4/1/15;Producto o tamano incorrecto;Credito de la tienda
24685;6922;2;26/8/15;Producto o tamano incorrecto;Intercambio por variante
24697;11096;3;6/3/09;Producto o tamano incorrecto;Intercambio por nuevos productos
24698;5013;1;28/4/07;Producto danado o defectuoso;Intercambio por variante
24700;187;1;3/8/15;Cambio de idea o insatisfaccion personal;Intercambio por variante
24705;9991;2;15/5/10;Producto o tamano incorrecto;Credito de la tienda
24710;14531;4;11/12/11;Cambio de idea o insatisfaccion personal;Intercambio por variante
24711;209;9;11/4/11;Producto o tamano incorrecto;Credito de la tienda
24712;1626;5;24/1/11;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
24716;10422;1;20/5/15;Producto danado o defectuoso;Intercambio por nuevos productos
24719;6201;3;16/5/09;Producto o tamano incorrecto;Reembolso
24720;3447;1;18/8/13;Producto danado o defectuoso;Credito de la tienda
24727;14314;7;19/12/10;Producto danado o defectuoso;Credito de la tienda
24738;6525;6;16/12/11;Producto o tamano incorrecto;Reembolso
24741;3172;6;16/1/22;Cambio de idea o insatisfaccion personal;Credito de la tienda
24744;5706;1;19/2/19;Producto o tamano incorrecto;Intercambio por variante
24749;13982;4;4/6/12;Producto o tamano incorrecto;Intercambio por nuevos productos
24753;1769;9;20/7/12;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
24766;4085;1;5/4/20;Producto danado o defectuoso;Reembolso
24775;1283;8;26/5/20;Cambio de idea o insatisfaccion personal;Reembolso
24785;4653;12;16/6/06;Producto danado o defectuoso;Intercambio por nuevos productos
24787;11845;4;15/5/09;Producto danado o defectuoso;Intercambio por nuevos productos
24796;4059;5;27/5/10;Producto danado o defectuoso;Reembolso
24796;3332;12;21/5/10;Producto danado o defectuoso;Intercambio por nuevos productos
24813;44;4;20/9/12;Producto o tamano incorrecto;Intercambio por nuevos productos
24826;1896;10;6/8/08;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
24829;6615;3;19/8/09;Producto danado o defectuoso;Credito de la tienda
24837;7609;2;30/11/13;Cambio de idea o insatisfaccion personal;Intercambio por variante
24841;10833;6;25/11/15;Cambio de idea o insatisfaccion personal;Credito de la tienda
24863;6543;8;4/6/20;Producto danado o defectuoso;Credito de la tienda
24865;7376;1;12/7/11;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
24866;6066;5;28/9/07;Producto o tamano incorrecto;Intercambio por variante
24867;1646;2;20/12/11;Producto danado o defectuoso;Intercambio por variante
24875;601;2;17/8/12;Producto danado o defectuoso;Intercambio por variante
24875;4491;8;11/8/12;Cambio de idea o insatisfaccion personal;Reembolso
24885;7150;6;2/7/13;Cambio de idea o insatisfaccion personal;Reembolso
24886;7077;4;15/5/13;Cambio de idea o insatisfaccion personal;Intercambio por variante
24892;2699;2;23/2/06;Producto o tamano incorrecto;Intercambio por nuevos productos
24892;2557;3;15/2/06;Cambio de idea o insatisfaccion personal;Intercambio por variante
24892;3605;4;24/2/06;Cambio de idea o insatisfaccion personal;Reembolso
24893;7850;5;15/3/16;Producto danado o defectuoso;Reembolso
24894;4198;1;19/8/10;Cambio de idea o insatisfaccion personal;Reembolso
24896;12671;2;12/12/20;Producto danado o defectuoso;Intercambio por variante
24900;4515;1;26/4/08;Producto danado o defectuoso;Reembolso
24905;4188;7;8/12/07;Producto danado o defectuoso;Reembolso
24905;7853;5;29/11/07;Producto danado o defectuoso;Intercambio por variante
24908;5351;3;10/11/14;Producto o tamano incorrecto;Reembolso
24909;10955;2;7/1/16;Producto danado o defectuoso;Intercambio por nuevos productos
24914;9455;5;30/7/08;Producto o tamano incorrecto;Intercambio por variante
24923;12870;2;16/1/13;Producto o tamano incorrecto;Credito de la tienda
24928;7678;1;14/5/09;Cambio de idea o insatisfaccion personal;Intercambio por variante
24932;7411;6;22/2/11;Cambio de idea o insatisfaccion personal;Credito de la tienda
24941;11652;7;13/8/16;Producto danado o defectuoso;Reembolso
24945;8095;1;13/8/16;Producto danado o defectuoso;Intercambio por variante
24951;12016;1;5/10/18;Producto danado o defectuoso;Reembolso
24957;13422;4;23/5/09;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
24966;1476;5;1/4/12;Cambio de idea o insatisfaccion personal;Intercambio por variante
24971;4978;1;1/9/16;Producto o tamano incorrecto;Credito de la tienda
24973;4245;5;5/5/18;Producto danado o defectuoso;Intercambio por nuevos productos
24985;13880;5;28/6/09;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
24998;3961;8;16/6/10;Cambio de idea o insatisfaccion personal;Credito de la tienda
25006;4580;4;23/8/22;Producto danado o defectuoso;Credito de la tienda
25011;2868;1;25/4/17;Cambio de idea o insatisfaccion personal;Reembolso
25011;6332;4;30/4/17;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
25020;11513;3;8/9/12;Producto o tamano incorrecto;Reembolso
25022;2181;1;23/7/10;Cambio de idea o insatisfaccion personal;Reembolso
25022;9363;3;21/7/10;Producto o tamano incorrecto;Intercambio por variante
25025;6847;3;20/9/17;Producto danado o defectuoso;Reembolso
25026;825;5;10/10/19;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
25034;9773;3;6/3/16;Producto o tamano incorrecto;Credito de la tienda
25034;12903;4;1/3/16;Producto danado o defectuoso;Intercambio por variante
25047;907;9;3/5/15;Producto o tamano incorrecto;Intercambio por nuevos productos
25051;6804;12;1/4/10;Producto o tamano incorrecto;Reembolso
25052;9454;1;22/12/11;Producto danado o defectuoso;Reembolso
25052;3054;11;18/12/11;Producto o tamano incorrecto;Credito de la tienda
25053;5727;6;16/6/09;Producto o tamano incorrecto;Reembolso
25058;11116;6;21/3/07;Cambio de idea o insatisfaccion personal;Reembolso
25062;9611;4;16/11/08;Producto danado o defectuoso;Intercambio por variante
25063;5551;1;23/9/16;Producto o tamano incorrecto;Intercambio por nuevos productos
25070;14464;5;17/12/14;Producto o tamano incorrecto;Reembolso
25072;6247;2;22/11/11;Producto o tamano incorrecto;Reembolso
25092;11034;3;10/5/12;Cambio de idea o insatisfaccion personal;Credito de la tienda
25092;10546;6;12/5/12;Producto danado o defectuoso;Reembolso
25098;8995;4;27/12/19;Producto o tamano incorrecto;Intercambio por variante
25107;9334;1;8/2/23;Cambio de idea o insatisfaccion personal;Intercambio por variante
25143;3343;1;16/9/18;Producto danado o defectuoso;Reembolso
25147;10676;4;21/11/06;Producto o tamano incorrecto;Intercambio por variante
25147;9702;1;5/11/06;Producto o tamano incorrecto;Intercambio por nuevos productos
25154;358;3;24/6/15;Producto danado o defectuoso;Credito de la tienda
25156;4811;5;8/3/14;Producto o tamano incorrecto;Intercambio por nuevos productos
25162;5345;9;12/2/19;Producto o tamano incorrecto;Intercambio por variante
25162;11883;2;4/3/19;Producto danado o defectuoso;Intercambio por nuevos productos
25163;1286;1;2/6/11;Cambio de idea o insatisfaccion personal;Intercambio por variante
25169;1374;2;19/4/19;Producto o tamano incorrecto;Intercambio por variante
25179;5296;2;20/10/09;Cambio de idea o insatisfaccion personal;Intercambio por variante
25181;12240;3;13/7/10;Cambio de idea o insatisfaccion personal;Credito de la tienda
25187;2481;3;8/7/18;Producto danado o defectuoso;Credito de la tienda
25188;3692;7;22/2/20;Producto danado o defectuoso;Reembolso
25191;1966;6;10/10/14;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
25194;6795;1;26/1/14;Producto danado o defectuoso;Credito de la tienda
25196;2631;3;12/1/12;Cambio de idea o insatisfaccion personal;Intercambio por variante
25197;12096;1;23/6/16;Producto danado o defectuoso;Reembolso
25201;5857;5;2/3/13;Cambio de idea o insatisfaccion personal;Intercambio por variante
25202;2449;3;3/4/23;Producto o tamano incorrecto;Intercambio por variante
25213;4922;1;17/6/08;Producto danado o defectuoso;Intercambio por nuevos productos
25216;14330;5;18/9/13;Producto danado o defectuoso;Reembolso
25216;14288;4;24/9/13;Cambio de idea o insatisfaccion personal;Intercambio por variante
25218;11608;4;16/2/15;Producto danado o defectuoso;Reembolso
25221;13029;10;7/1/15;Producto o tamano incorrecto;Intercambio por variante
25229;3800;3;20/11/08;Producto danado o defectuoso;Credito de la tienda
25245;56;3;26/11/12;Producto o tamano incorrecto;Intercambio por variante
25248;13862;1;4/12/08;Producto o tamano incorrecto;Intercambio por variante
25253;13098;2;21/1/14;Cambio de idea o insatisfaccion personal;Credito de la tienda
25266;7541;1;2/3/09;Producto danado o defectuoso;Reembolso
25267;5224;3;10/12/20;Producto danado o defectuoso;Intercambio por nuevos productos
25274;2106;11;18/2/16;Producto o tamano incorrecto;Credito de la tienda
25276;9135;4;2/9/18;Cambio de idea o insatisfaccion personal;Intercambio por variante
25281;1727;4;2/12/14;Producto danado o defectuoso;Intercambio por nuevos productos
25293;12103;8;5/5/10;Cambio de idea o insatisfaccion personal;Credito de la tienda
25302;5524;1;25/8/14;Cambio de idea o insatisfaccion personal;Intercambio por variante
25306;10916;4;19/6/14;Producto o tamano incorrecto;Intercambio por nuevos productos
25306;313;1;19/6/14;Cambio de idea o insatisfaccion personal;Reembolso
25307;7757;2;20/9/13;Producto danado o defectuoso;Intercambio por nuevos productos
25308;1919;3;12/11/14;Cambio de idea o insatisfaccion personal;Intercambio por variante
25314;3619;1;5/3/11;Producto o tamano incorrecto;Intercambio por nuevos productos
25314;3969;7;25/2/11;Producto danado o defectuoso;Reembolso
25319;6132;1;26/4/12;Producto o tamano incorrecto;Intercambio por variante
25333;535;1;13/9/19;Producto danado o defectuoso;Intercambio por variante
25342;3327;2;14/2/10;Producto danado o defectuoso;Reembolso
25342;1738;9;5/2/10;Cambio de idea o insatisfaccion personal;Intercambio por variante
25345;472;1;13/8/19;Producto o tamano incorrecto;Intercambio por variante
25361;2377;8;24/9/19;Producto o tamano incorrecto;Intercambio por nuevos productos
25362;6213;3;25/2/14;Cambio de idea o insatisfaccion personal;Intercambio por variante
25372;3565;3;6/11/14;Producto danado o defectuoso;Credito de la tienda
25373;8759;4;31/3/09;Cambio de idea o insatisfaccion personal;Reembolso
25373;10558;1;26/3/09;Producto o tamano incorrecto;Credito de la tienda
25379;2024;4;30/10/07;Producto danado o defectuoso;Intercambio por variante
25380;3292;3;16/10/11;Producto o tamano incorrecto;Intercambio por nuevos productos
25384;13675;5;10/2/13;Cambio de idea o insatisfaccion personal;Credito de la tienda
25391;6350;9;31/5/09;Producto danado o defectuoso;Intercambio por nuevos productos
25392;6949;2;13/6/11;Producto o tamano incorrecto;Credito de la tienda
25394;6973;3;17/11/18;Cambio de idea o insatisfaccion personal;Credito de la tienda
25398;14103;1;13/2/09;Producto danado o defectuoso;Intercambio por variante
25401;10249;4;31/5/14;Producto o tamano incorrecto;Credito de la tienda
25401;10084;8;2/6/14;Producto danado o defectuoso;Intercambio por variante
25407;13815;3;19/7/16;Cambio de idea o insatisfaccion personal;Credito de la tienda
25407;5612;2;28/7/16;Producto o tamano incorrecto;Intercambio por nuevos productos
25412;5801;1;16/5/14;Cambio de idea o insatisfaccion personal;Credito de la tienda
25413;1655;3;24/10/13;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
25418;7348;6;1/1/12;Cambio de idea o insatisfaccion personal;Reembolso
25421;7246;2;28/3/14;Producto o tamano incorrecto;Reembolso
25425;4826;4;9/6/17;Producto danado o defectuoso;Reembolso
25426;4592;1;18/10/13;Producto o tamano incorrecto;Intercambio por nuevos productos
25427;6916;4;21/4/13;Cambio de idea o insatisfaccion personal;Intercambio por variante
25430;4517;1;19/2/06;Producto danado o defectuoso;Reembolso
25431;7716;4;4/7/19;Producto danado o defectuoso;Intercambio por variante
25434;1286;10;7/2/15;Cambio de idea o insatisfaccion personal;Reembolso
25454;14345;12;31/5/09;Producto danado o defectuoso;Credito de la tienda
25464;12211;1;23/3/16;Cambio de idea o insatisfaccion personal;Reembolso
25479;2874;9;3/11/07;Producto o tamano incorrecto;Reembolso
25484;8479;4;11/8/11;Producto danado o defectuoso;Intercambio por nuevos productos
25489;1269;1;14/7/12;Producto o tamano incorrecto;Reembolso
25493;12110;1;4/9/08;Cambio de idea o insatisfaccion personal;Reembolso
25493;1758;3;20/8/08;Producto o tamano incorrecto;Intercambio por nuevos productos
25514;9623;3;16/6/12;Producto o tamano incorrecto;Reembolso
25522;13224;3;1/5/12;Producto danado o defectuoso;Credito de la tienda
25523;11283;2;20/9/18;Cambio de idea o insatisfaccion personal;Intercambio por variante
25524;5394;4;23/11/13;Producto danado o defectuoso;Intercambio por nuevos productos
25526;9032;2;5/11/14;Cambio de idea o insatisfaccion personal;Credito de la tienda
25526;8496;1;13/11/14;Cambio de idea o insatisfaccion personal;Credito de la tienda
25535;6862;5;6/12/06;Producto o tamano incorrecto;Intercambio por nuevos productos
25536;3848;2;25/5/08;Producto danado o defectuoso;Credito de la tienda
25541;510;5;21/11/12;Producto danado o defectuoso;Reembolso
25542;9086;4;1/1/11;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
25551;11741;5;29/10/12;Producto danado o defectuoso;Reembolso
25555;5628;11;18/2/10;Producto o tamano incorrecto;Credito de la tienda
25561;12916;2;20/12/18;Producto o tamano incorrecto;Intercambio por nuevos productos
25573;4559;7;19/4/08;Producto danado o defectuoso;Intercambio por variante
25573;8424;2;14/4/08;Producto danado o defectuoso;Reembolso
25574;6979;5;16/1/13;Producto danado o defectuoso;Reembolso
25576;6794;2;26/12/13;Cambio de idea o insatisfaccion personal;Credito de la tienda
25578;5624;3;25/2/23;Cambio de idea o insatisfaccion personal;Intercambio por variante
25587;12467;2;22/4/21;Producto o tamano incorrecto;Intercambio por nuevos productos
25591;2173;4;8/5/08;Producto o tamano incorrecto;Intercambio por nuevos productos
25595;3727;2;8/8/13;Cambio de idea o insatisfaccion personal;Reembolso
25600;4226;2;4/4/23;Producto danado o defectuoso;Reembolso
25602;13461;6;3/10/08;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
25603;14115;2;30/11/14;Cambio de idea o insatisfaccion personal;Intercambio por variante
25619;7205;3;31/10/08;Cambio de idea o insatisfaccion personal;Credito de la tienda
25624;4552;2;13/10/15;Producto danado o defectuoso;Credito de la tienda
25626;7144;6;11/6/07;Cambio de idea o insatisfaccion personal;Reembolso
25630;13667;4;1/8/09;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
25631;13516;3;28/1/15;Cambio de idea o insatisfaccion personal;Reembolso
25634;13074;3;15/7/19;Producto o tamano incorrecto;Reembolso
25635;8626;1;1/11/09;Producto danado o defectuoso;Intercambio por nuevos productos
25636;291;7;15/10/11;Producto o tamano incorrecto;Intercambio por nuevos productos
25640;5982;2;20/6/11;Cambio de idea o insatisfaccion personal;Reembolso
25650;6239;6;28/6/10;Producto o tamano incorrecto;Reembolso
25660;8274;2;28/6/06;Producto danado o defectuoso;Intercambio por nuevos productos
25661;13247;4;18/7/14;Producto danado o defectuoso;Intercambio por variante
25663;9152;1;10/7/14;Producto danado o defectuoso;Intercambio por nuevos productos
25666;10744;10;29/8/10;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
25668;5712;6;30/12/21;Cambio de idea o insatisfaccion personal;Intercambio por variante
25673;11601;3;27/4/17;Cambio de idea o insatisfaccion personal;Reembolso
25676;7659;4;18/8/15;Producto danado o defectuoso;Reembolso
25679;6698;6;8/3/21;Cambio de idea o insatisfaccion personal;Intercambio por variante
25680;162;2;28/4/11;Producto danado o defectuoso;Credito de la tienda
25681;12673;2;6/10/12;Producto danado o defectuoso;Reembolso
25712;4855;2;23/6/19;Producto danado o defectuoso;Credito de la tienda
25713;14264;2;16/10/11;Cambio de idea o insatisfaccion personal;Intercambio por variante
25715;3783;1;11/5/19;Producto o tamano incorrecto;Intercambio por variante
25715;12693;11;24/5/19;Producto danado o defectuoso;Reembolso
25716;13993;1;13/6/13;Producto danado o defectuoso;Credito de la tienda
25719;12148;2;17/11/19;Producto danado o defectuoso;Intercambio por nuevos productos
25760;7613;2;30/4/17;Cambio de idea o insatisfaccion personal;Reembolso
25762;4323;3;9/12/19;Cambio de idea o insatisfaccion personal;Credito de la tienda
25768;2444;5;12/4/20;Producto danado o defectuoso;Credito de la tienda
25774;2223;7;26/12/05;Producto o tamano incorrecto;Intercambio por nuevos productos
25775;291;1;8/10/15;Producto danado o defectuoso;Reembolso
25778;4431;4;7/7/12;Cambio de idea o insatisfaccion personal;Credito de la tienda
25781;11529;7;10/5/13;Producto danado o defectuoso;Intercambio por variante
25783;1668;5;13/6/06;Producto danado o defectuoso;Intercambio por nuevos productos
25785;2044;2;7/1/13;Cambio de idea o insatisfaccion personal;Reembolso
25788;11835;4;30/12/08;Cambio de idea o insatisfaccion personal;Intercambio por variante
25799;9612;3;27/11/13;Cambio de idea o insatisfaccion personal;Intercambio por variante
25802;4946;1;6/7/20;Producto o tamano incorrecto;Intercambio por variante
25804;13205;4;28/7/09;Producto danado o defectuoso;Credito de la tienda
25825;10984;5;1/6/10;Producto danado o defectuoso;Intercambio por variante
25827;5048;8;2/3/16;Cambio de idea o insatisfaccion personal;Intercambio por nuevos productos
25833;3328;4;2/6/14;Cambio de idea o insatisfaccion personal;Credito de la tienda
25837;12536;5;23/6/16;Producto danado o defectuoso;Intercambio por variante
25840;2671;3;25/1/16;Cambio de idea o insatisfaccion personal;Intercambio por variante
25841;1160;2;22/9/08;Cambio de idea o insatisfaccion personal;Credito de la tienda
25846;14375;6;15/9/10;Producto danado o defectuoso;Credito de la tienda
25848;7235;1;21/9/11;Producto danado o defectuoso;Intercambio por variante
25853;55;3;24/4/08;Producto o tamano incorrecto;Reembolso
25854;10152;2;5/12/08;Cambio de idea o insatisfaccion personal;Reembolso
25855;4317;1;24/2/08;Producto o tamano incorrecto;Reembolso
