Cliente;Auto;Ubicación;Fecha;Pago;Seguro Empresa
1379;139;14;26/9/2016;Credito;SI
2699;91;299;31/3/2016;Credito;SI
825;35;539;11/10/2016;Efectivo;NO
1800;149;420;11/6/2017;Efectivo;NO
1944;81;589;11/12/2018;Efectivo;NO
494;58;529;19/12/2019;Credito;NO
3509;140;421;22/1/2018;Credito;NO
1082;12;290;13/12/2019;Credito;NO
2974;105;518;24/11/2017;Credito;NO
582;9;155;8/6/2015;Efectivo;SI
1916;87;538;5/1/2019;Credito;NO
3526;68;210;22/1/2019;Credito;SI
3356;51;241;6/8/2017;Credito;SI
2113;1;67;21/12/2015;Credito;SI
2837;84;496;30/10/2019;Efectivo;SI
238;154;133;12/4/2019;Efectivo;SI
2097;142;9;10/12/2015;Credito;SI
2591;149;501;15/4/2015;Efectivo;SI
885;137;488;19/8/2019;Efectivo;NO
569;46;335;2/4/2015;Efectivo;SI
2407;6;49;13/6/2019;Efectivo;SI
1074;32;492;18/8/2018;Credito;NO
3310;64;450;28/4/2016;Efectivo;NO
1406;156;275;12/8/2017;Efectivo;NO
1036;82;436;4/9/2018;Efectivo;SI
495;18;115;27/4/2019;Efectivo;NO
1582;86;220;19/7/2019;Efectivo;NO
458;7;48;24/6/2017;Efectivo;NO
2877;49;456;7/6/2019;Efectivo;NO
2231;11;159;16/8/2015;Credito;SI
2036;49;350;9/9/2019;Credito;NO
1077;7;551;15/10/2016;Credito;SI
3781;6;53;10/6/2017;Efectivo;NO
3401;154;42;27/10/2015;Efectivo;NO
1057;51;270;13/2/2015;Credito;NO
2131;83;210;27/11/2019;Credito;SI
2641;47;205;19/3/2017;Efectivo;SI
1491;8;437;25/2/2019;Efectivo;NO
144;140;130;19/1/2016;Efectivo;SI
1955;157;36;1/3/2017;Credito;NO
3809;26;477;18/10/2017;Credito;SI
983;122;103;18/3/2019;Efectivo;SI
2117;132;460;16/3/2015;Efectivo;SI
3898;29;146;19/2/2018;Credito;NO
2780;76;480;9/5/2019;Credito;NO
1949;15;539;25/6/2016;Efectivo;SI
2152;48;523;9/3/2019;Credito;SI
1676;28;354;5/5/2016;Credito;SI
3163;41;66;13/9/2018;Efectivo;NO
1419;27;140;1/7/2019;Efectivo;SI
986;152;60;18/7/2018;Efectivo;SI
546;11;238;25/3/2018;Credito;SI
251;25;434;8/2/2018;Efectivo;NO
114;153;124;1/12/2019;Credito;SI
3378;31;252;6/7/2018;Credito;SI
2639;148;191;24/11/2019;Efectivo;NO
984;50;195;17/4/2019;Efectivo;SI
2660;103;205;26/2/2015;Credito;SI
1430;19;429;24/12/2015;Credito;SI
1980;68;474;8/12/2016;Credito;NO
2092;88;565;2/3/2017;Credito;SI
2963;118;343;30/8/2019;Efectivo;NO
2090;60;369;30/8/2018;Credito;SI
3925;70;397;14/9/2018;Efectivo;SI
596;21;144;10/1/2017;Credito;SI
2202;1;539;27/11/2019;Efectivo;SI
3264;121;235;11/12/2017;Credito;NO
561;49;527;10/10/2018;Credito;NO
2776;51;10;13/10/2019;Efectivo;NO
1596;129;9;30/9/2018;Efectivo;NO
2623;26;515;31/10/2017;Efectivo;NO
3073;89;146;3/8/2017;Efectivo;SI
1425;52;485;19/8/2016;Efectivo;SI
2945;136;387;14/12/2017;Efectivo;NO
1486;113;402;21/3/2019;Credito;NO
1;48;560;17/12/2019;Efectivo;NO
98;130;379;19/12/2016;Efectivo;NO
2012;74;603;17/10/2019;Efectivo;SI
160;105;70;3/4/2018;Efectivo;SI
2166;48;34;8/6/2015;Efectivo;SI
792;24;508;7/10/2017;Credito;SI
3820;142;456;23/12/2019;Credito;NO
1914;18;309;31/10/2015;Credito;SI
220;44;221;8/6/2019;Credito;SI
2989;153;233;1/5/2015;Credito;SI
3968;95;478;13/10/2018;Efectivo;NO
2213;21;454;4/3/2017;Credito;NO
801;21;72;29/3/2017;Efectivo;NO
2923;121;83;19/11/2015;Credito;NO
521;106;355;25/8/2015;Credito;NO
2162;76;156;16/2/2018;Efectivo;NO
1180;46;260;30/6/2016;Efectivo;NO
1993;107;463;26/10/2017;Efectivo;NO
3850;64;291;21/10/2018;Efectivo;NO
1928;39;61;28/6/2019;Credito;SI
1286;13;575;22/10/2018;Efectivo;SI
3436;72;452;26/5/2015;Credito;NO
2178;79;49;14/12/2016;Credito;NO
2729;49;604;3/4/2017;Credito;NO
275;35;461;7/1/2018;Efectivo;NO
632;7;276;20/10/2019;Credito;SI
3754;77;470;3/1/2019;Credito;SI
3632;2;247;21/12/2017;Credito;NO
629;30;28;21/5/2018;Credito;NO
2396;68;201;21/7/2019;Credito;NO
2491;56;14;11/2/2018;Credito;SI
567;29;162;8/2/2017;Credito;SI
3960;11;6;16/9/2016;Credito;SI
3698;55;132;30/8/2019;Credito;SI
2022;57;578;7/9/2018;Credito;NO
808;113;512;22/10/2018;Efectivo;NO
1916;127;359;22/11/2016;Efectivo;NO
2110;105;146;13/12/2016;Efectivo;NO
3593;8;355;23/11/2018;Credito;NO
752;111;229;18/7/2017;Credito;NO
3979;105;229;20/3/2016;Credito;SI
3300;16;577;27/11/2017;Credito;NO
2596;42;473;25/9/2016;Credito;NO
3016;146;208;24/12/2016;Credito;SI
1044;149;113;18/11/2017;Credito;SI
2571;142;30;28/6/2015;Efectivo;SI
2156;151;438;24/12/2016;Efectivo;SI
1194;118;32;15/4/2016;Credito;SI
370;119;500;13/7/2017;Credito;SI
2465;52;309;3/6/2017;Credito;NO
540;57;327;7/12/2019;Efectivo;NO
3109;103;524;21/7/2017;Efectivo;NO
1206;77;10;11/2/2018;Credito;SI
2349;109;162;25/8/2018;Efectivo;NO
1197;90;248;5/12/2019;Efectivo;NO
2760;101;293;24/10/2019;Credito;SI
3551;128;451;15/8/2018;Efectivo;NO
1633;117;131;6/4/2015;Efectivo;SI
2356;112;497;22/6/2018;Credito;SI
2031;8;104;16/1/2018;Efectivo;SI
981;45;241;26/5/2019;Efectivo;NO
1681;126;570;31/3/2017;Efectivo;NO
3535;139;338;19/5/2017;Credito;SI
2416;94;97;4/6/2019;Efectivo;SI
2358;136;72;20/3/2016;Efectivo;NO
3205;119;212;3/6/2019;Credito;NO
3545;54;530;6/12/2019;Efectivo;NO
2742;95;560;4/5/2018;Credito;SI
1034;151;136;31/7/2015;Credito;SI
910;88;195;18/4/2018;Credito;NO
1438;133;523;24/12/2018;Credito;SI
1447;70;511;5/5/2016;Credito;SI
2237;45;452;18/2/2018;Credito;SI
242;99;464;8/3/2019;Credito;NO
3994;152;491;28/1/2019;Efectivo;NO
3469;139;596;2/4/2019;Efectivo;SI
3818;1;419;31/3/2018;Credito;NO
1218;109;229;19/6/2015;Efectivo;NO
1389;131;479;23/2/2016;Credito;NO
435;16;417;23/2/2018;Efectivo;SI
437;133;396;15/10/2019;Efectivo;NO
1323;137;469;23/10/2017;Efectivo;SI
1161;33;398;17/3/2016;Credito;SI
321;134;585;26/12/2017;Efectivo;SI
1437;137;9;6/5/2017;Efectivo;SI
1258;13;110;4/12/2015;Efectivo;SI
1602;90;29;17/5/2019;Credito;NO
698;29;268;21/1/2015;Efectivo;SI
3829;85;456;24/6/2016;Credito;SI
2661;149;84;25/8/2018;Credito;SI
375;105;88;27/12/2018;Efectivo;NO
327;85;451;29/1/2019;Efectivo;SI
3565;148;357;12/11/2017;Efectivo;NO
532;92;63;25/9/2016;Efectivo;NO
3963;72;319;3/4/2017;Credito;NO
1896;8;236;30/7/2015;Credito;NO
348;117;156;31/3/2018;Efectivo;NO
2979;99;363;1/7/2019;Efectivo;NO
807;4;548;21/1/2019;Efectivo;SI
511;15;238;9/4/2019;Credito;SI
763;145;24;31/12/2016;Efectivo;SI
685;57;224;9/9/2015;Credito;SI
3860;102;589;30/4/2019;Credito;NO
2642;41;395;6/4/2019;Efectivo;SI
77;80;134;25/11/2018;Credito;SI
262;61;54;25/5/2016;Efectivo;SI
1532;37;150;11/1/2016;Efectivo;SI
1976;37;278;7/2/2015;Efectivo;NO
559;11;563;12/11/2018;Efectivo;SI
3649;123;212;1/5/2016;Efectivo;NO
2440;124;73;4/8/2019;Efectivo;NO
345;128;298;18/7/2018;Efectivo;NO
2626;115;310;26/10/2018;Credito;NO
3902;70;224;27/4/2017;Credito;SI
1087;57;560;26/8/2018;Efectivo;NO
1107;91;486;1/7/2016;Credito;NO
689;62;220;22/11/2019;Credito;NO
1933;127;318;2/6/2016;Efectivo;SI
1420;85;504;26/7/2018;Efectivo;NO
3086;65;391;26/3/2018;Efectivo;SI
1077;14;258;1/4/2015;Efectivo;NO
2302;107;393;31/12/2019;Credito;NO
916;47;338;12/9/2016;Efectivo;NO
559;131;208;30/8/2015;Efectivo;NO
767;24;149;11/12/2018;Efectivo;SI
1662;29;415;26/5/2016;Credito;SI
1165;8;191;29/3/2017;Credito;NO
1694;87;6;29/5/2018;Efectivo;SI
2745;23;539;4/2/2018;Efectivo;NO
2776;77;159;18/2/2019;Credito;NO
263;49;171;5/5/2019;Credito;SI
1627;106;90;26/4/2015;Efectivo;SI
450;64;262;22/11/2017;Efectivo;NO
3702;43;448;5/1/2016;Credito;NO
2048;21;165;8/4/2017;Efectivo;SI
1309;64;98;27/10/2019;Credito;SI
3163;111;211;2/7/2018;Efectivo;NO
514;129;3;26/4/2017;Credito;NO
3073;155;433;30/6/2018;Efectivo;SI
3807;123;416;17/1/2017;Credito;NO
2511;24;35;2/10/2017;Efectivo;SI
3083;129;128;19/9/2019;Credito;SI
3120;76;305;13/6/2019;Credito;NO
1482;94;443;5/12/2018;Credito;NO
2712;52;440;5/2/2016;Credito;NO
9;34;417;2/2/2018;Efectivo;NO
2645;47;93;5/11/2015;Credito;SI
2546;52;159;26/3/2019;Efectivo;NO
1497;81;396;13/11/2019;Credito;SI
1785;32;90;19/3/2016;Credito;SI
41;90;358;9/9/2019;Efectivo;NO
2146;54;189;11/9/2016;Efectivo;NO
2694;70;25;10/4/2016;Efectivo;NO
2666;138;528;26/11/2019;Efectivo;NO
1297;13;269;26/4/2015;Efectivo;NO
1885;137;209;18/1/2017;Credito;NO
3409;113;344;3/7/2019;Credito;NO
2376;92;228;15/6/2015;Efectivo;NO
1604;151;331;3/3/2018;Credito;SI
440;23;138;3/3/2016;Efectivo;SI
2992;15;131;10/4/2016;Efectivo;SI
2930;88;212;15/11/2015;Efectivo;NO
1821;145;231;18/8/2015;Efectivo;SI
1252;63;476;22/1/2015;Efectivo;SI
970;146;217;11/3/2019;Credito;NO
3811;43;112;13/8/2016;Efectivo;SI
1830;93;481;4/7/2016;Credito;SI
1748;114;275;7/7/2016;Credito;NO
3590;58;586;7/12/2017;Credito;NO
2062;89;186;29/5/2017;Efectivo;NO
2026;152;82;4/6/2019;Efectivo;NO
2807;92;224;10/7/2018;Efectivo;NO
2082;144;39;21/10/2019;Credito;NO
3465;137;465;1/10/2015;Credito;SI
3883;113;82;24/3/2018;Credito;SI
1371;55;484;23/1/2018;Credito;NO
3207;67;575;20/12/2016;Credito;NO
252;132;181;26/5/2015;Credito;NO
2906;15;96;12/10/2016;Credito;NO
3983;65;77;2/9/2016;Efectivo;NO
1579;21;522;3/4/2017;Efectivo;SI
222;149;272;21/12/2019;Efectivo;NO
3366;80;429;15/1/2019;Efectivo;NO
981;37;303;9/6/2017;Efectivo;NO
850;73;254;21/6/2015;Credito;SI
347;92;243;6/12/2018;Efectivo;SI
2503;111;188;22/3/2017;Efectivo;SI
3537;149;211;26/2/2017;Efectivo;SI
1810;127;462;1/5/2016;Efectivo;NO
403;32;517;20/1/2018;Efectivo;NO
2544;104;383;17/7/2015;Credito;NO
1431;24;566;14/12/2019;Efectivo;SI
3936;154;222;28/7/2016;Efectivo;SI
1920;34;368;12/7/2018;Credito;SI
1344;18;109;6/10/2017;Credito;SI
3330;96;484;30/7/2018;Credito;SI
3497;26;300;15/2/2015;Credito;SI
708;134;223;15/9/2018;Efectivo;NO
3647;124;197;22/10/2019;Credito;NO
994;157;100;29/9/2019;Credito;SI
620;22;375;24/10/2016;Credito;SI
246;50;536;14/12/2017;Credito;SI
1212;8;317;7/12/2016;Efectivo;SI
1415;14;237;21/4/2015;Credito;NO
2046;126;338;13/4/2017;Credito;NO
3212;72;203;2/7/2019;Efectivo;NO
473;43;301;28/2/2015;Efectivo;SI
3055;112;306;3/1/2019;Credito;SI
2056;90;62;22/12/2017;Credito;SI
621;112;245;4/9/2019;Credito;NO
3019;77;151;10/1/2016;Credito;SI
3777;45;459;12/4/2019;Efectivo;NO
1952;80;247;10/9/2018;Efectivo;NO
1399;7;508;3/2/2018;Efectivo;SI
1200;88;295;18/1/2017;Efectivo;SI
2088;64;565;31/10/2015;Credito;SI
940;143;170;6/8/2016;Efectivo;NO
2880;18;294;10/4/2015;Credito;SI
995;72;142;6/1/2017;Credito;SI
1552;29;315;22/5/2019;Credito;NO
541;55;345;16/5/2015;Credito;SI
3305;51;308;18/3/2017;Efectivo;SI
1641;8;182;31/7/2018;Efectivo;SI
3206;72;366;10/6/2015;Credito;SI
3917;7;191;3/10/2015;Efectivo;NO
1843;131;44;18/7/2019;Efectivo;NO
2039;123;561;10/2/2018;Efectivo;NO
3810;43;74;5/2/2015;Credito;SI
407;58;417;16/5/2019;Efectivo;NO
456;116;426;20/11/2015;Credito;SI
354;122;260;5/6/2015;Credito;SI
1004;150;129;27/2/2015;Efectivo;SI
2544;53;227;11/12/2015;Credito;NO
3055;42;311;12/3/2019;Credito;SI
2706;91;576;18/7/2016;Efectivo;NO
1383;76;490;7/4/2017;Efectivo;SI
2456;34;16;16/5/2016;Efectivo;SI
3634;40;25;9/11/2019;Credito;SI
3262;87;292;21/3/2016;Credito;NO
28;41;286;2/10/2019;Credito;NO
412;17;304;5/9/2017;Credito;SI
1384;78;250;19/8/2019;Efectivo;SI
1112;131;233;30/3/2016;Efectivo;NO
777;61;44;14/4/2019;Credito;NO
3013;101;191;2/5/2019;Credito;SI
1151;18;354;4/4/2019;Efectivo;NO
492;9;398;6/4/2017;Efectivo;SI
402;40;83;26/8/2019;Efectivo;NO
1897;137;580;14/11/2016;Efectivo;NO
2175;82;58;20/5/2017;Credito;NO
3414;145;584;14/5/2019;Credito;NO
620;43;540;3/11/2015;Credito;SI
1346;13;602;7/8/2015;Credito;SI
1649;127;468;7/3/2015;Efectivo;NO
3087;94;8;21/1/2017;Credito;NO
360;90;507;13/6/2018;Efectivo;NO
2319;80;5;19/11/2018;Efectivo;SI
1733;109;503;8/5/2019;Credito;SI
2500;69;117;14/2/2015;Credito;NO
2879;44;94;29/6/2015;Credito;NO
1212;19;470;8/3/2017;Efectivo;NO
1032;104;77;19/9/2016;Efectivo;NO
2873;63;175;4/8/2019;Credito;SI
3642;21;562;8/10/2017;Credito;NO
3831;22;555;6/11/2019;Credito;SI
479;20;245;14/8/2016;Efectivo;SI
3372;6;478;4/7/2019;Efectivo;SI
359;157;414;4/7/2019;Efectivo;NO
3374;69;492;14/7/2015;Efectivo;NO
3517;29;69;17/2/2018;Credito;SI
1899;33;294;17/1/2018;Efectivo;SI
2351;105;564;3/7/2019;Efectivo;NO
63;76;164;26/4/2019;Efectivo;NO
3066;92;137;23/9/2016;Credito;SI
3974;20;115;27/8/2017;Credito;SI
91;86;47;7/7/2019;Credito;NO
3457;81;603;19/7/2018;Credito;SI
810;25;375;26/10/2016;Credito;NO
1672;102;203;27/11/2017;Efectivo;SI
3989;22;476;6/11/2015;Credito;SI
1953;35;235;25/11/2015;Efectivo;SI
3148;117;393;29/6/2019;Efectivo;SI
3869;108;470;23/10/2015;Credito;NO
2684;31;519;4/2/2019;Efectivo;SI
2446;102;454;12/11/2015;Efectivo;SI
2598;66;248;19/12/2015;Efectivo;NO
3078;28;229;13/1/2019;Efectivo;SI
2396;49;71;29/12/2018;Efectivo;SI
2527;12;474;18/2/2019;Efectivo;NO
555;27;203;16/8/2019;Credito;NO
1046;34;189;9/4/2019;Efectivo;SI
2799;28;491;14/8/2019;Credito;NO
3249;134;139;9/5/2015;Credito;NO
1402;63;424;24/7/2015;Credito;NO
76;137;227;7/4/2018;Credito;NO
2987;151;52;6/7/2016;Credito;NO
2382;115;468;9/4/2018;Credito;NO
2040;152;342;24/2/2019;Efectivo;NO
602;84;511;9/4/2019;Credito;SI
1573;25;104;2/7/2019;Credito;SI
3834;50;74;30/4/2019;Credito;SI
3221;129;576;31/10/2017;Credito;NO
3275;6;268;9/4/2018;Efectivo;SI
2597;61;175;18/12/2015;Credito;SI
509;30;381;19/6/2016;Efectivo;SI
2712;65;109;10/4/2017;Efectivo;SI
4;44;62;10/1/2017;Credito;NO
2351;24;595;29/6/2018;Efectivo;SI
2311;11;77;4/11/2018;Credito;NO
2608;59;272;8/10/2016;Efectivo;NO
573;129;557;10/12/2019;Credito;SI
2105;40;166;11/11/2019;Efectivo;NO
509;7;506;26/6/2016;Credito;NO
989;90;149;12/8/2019;Credito;SI
970;103;565;18/10/2019;Efectivo;NO
2183;18;319;25/10/2015;Credito;NO
2281;95;418;26/2/2015;Credito;NO
1364;40;549;11/5/2015;Credito;SI
1799;126;198;26/1/2019;Efectivo;NO
2404;12;291;26/1/2019;Efectivo;SI
969;89;95;27/6/2018;Efectivo;SI
422;86;70;22/8/2018;Credito;NO
653;125;507;8/1/2018;Credito;SI
63;56;520;28/1/2017;Credito;SI
2687;124;389;15/9/2019;Credito;SI
2761;80;482;4/10/2016;Credito;SI
1860;96;374;11/8/2016;Credito;SI
1006;107;237;7/5/2016;Efectivo;NO
2158;53;296;23/2/2015;Efectivo;SI
1009;115;277;10/9/2016;Efectivo;NO
485;148;274;30/11/2016;Efectivo;NO
1421;16;5;17/4/2015;Credito;NO
1930;76;419;19/11/2015;Efectivo;NO
1831;3;289;22/2/2015;Efectivo;SI
186;11;600;2/8/2016;Efectivo;NO
3951;7;488;12/4/2015;Credito;SI
204;96;601;8/8/2018;Credito;SI
2445;117;142;8/3/2016;Efectivo;NO
1809;85;229;20/3/2019;Efectivo;NO
2795;1;325;22/3/2016;Credito;SI
2249;147;250;15/11/2017;Efectivo;SI
2293;2;123;7/4/2019;Efectivo;NO
1817;76;249;20/11/2017;Efectivo;NO
1043;115;537;28/11/2017;Efectivo;SI
2465;100;180;9/4/2017;Efectivo;SI
2979;105;339;23/2/2017;Efectivo;SI
2299;137;526;6/9/2019;Credito;NO
1766;139;137;24/12/2017;Efectivo;NO
2510;95;401;21/4/2019;Credito;SI
1266;146;526;31/7/2016;Efectivo;NO
315;132;237;24/6/2015;Efectivo;NO
1031;150;272;23/2/2015;Efectivo;NO
49;138;441;12/6/2015;Credito;SI
417;132;290;5/11/2018;Efectivo;NO
3285;5;444;27/4/2016;Efectivo;NO
305;116;498;7/8/2015;Efectivo;SI
3799;24;453;8/12/2018;Credito;SI
1362;81;440;31/3/2019;Credito;NO
619;16;201;1/10/2017;Credito;SI
1211;109;473;16/8/2015;Credito;NO
1674;75;118;11/10/2017;Efectivo;SI
3298;41;464;12/6/2018;Efectivo;NO
1699;75;395;28/2/2018;Credito;NO
766;146;493;26/8/2019;Credito;SI
1455;88;17;11/4/2018;Efectivo;SI
2368;148;134;2/10/2017;Efectivo;NO
2036;149;462;24/7/2016;Credito;NO
3582;113;451;11/11/2018;Efectivo;NO
636;133;575;12/9/2018;Efectivo;NO
1187;59;356;3/8/2016;Efectivo;SI
451;98;364;1/3/2017;Credito;SI
895;94;59;3/3/2015;Credito;NO
1512;136;169;2/12/2016;Efectivo;NO
3794;103;204;20/12/2018;Credito;NO
495;121;332;3/7/2015;Efectivo;SI
3066;52;77;26/2/2015;Efectivo;NO
3492;152;545;30/8/2019;Efectivo;NO
3634;142;160;6/2/2019;Credito;SI
266;66;197;5/8/2015;Efectivo;SI
3185;26;31;31/1/2016;Efectivo;NO
1916;140;250;16/2/2018;Credito;SI
70;61;535;18/11/2017;Credito;SI
2934;64;9;10/2/2018;Credito;SI
3382;87;278;24/1/2018;Efectivo;NO
3991;125;376;1/2/2018;Efectivo;SI
2594;3;574;7/2/2016;Efectivo;SI
3655;137;88;17/9/2017;Efectivo;SI
3336;145;604;6/11/2016;Efectivo;SI
2439;139;325;22/10/2015;Efectivo;SI
927;53;149;25/5/2018;Efectivo;SI
2595;64;548;4/12/2017;Efectivo;NO
3734;38;1;26/9/2018;Efectivo;NO
2549;142;106;17/12/2015;Efectivo;SI
3608;145;286;19/6/2018;Credito;NO
1405;47;428;16/2/2015;Efectivo;SI
631;68;414;16/1/2017;Efectivo;SI
210;9;47;7/6/2017;Efectivo;SI
327;107;158;21/3/2016;Efectivo;NO
1283;16;247;27/1/2015;Credito;SI
2341;52;458;5/7/2016;Credito;NO
933;9;293;1/3/2019;Efectivo;SI
3562;96;308;15/6/2015;Efectivo;NO
1854;78;367;16/6/2018;Efectivo;NO
1247;40;60;4/3/2017;Efectivo;SI
2919;55;219;8/8/2017;Credito;NO
2396;139;567;26/2/2017;Efectivo;SI
3238;153;159;18/4/2016;Efectivo;NO
51;135;480;24/10/2018;Efectivo;SI
2088;143;468;13/10/2019;Efectivo;NO
2529;127;141;14/12/2019;Credito;NO
3026;76;243;15/5/2015;Efectivo;SI
1687;112;227;17/9/2019;Efectivo;NO
3038;153;253;13/6/2015;Efectivo;SI
745;45;433;21/2/2015;Efectivo;SI
1740;87;440;24/12/2015;Credito;NO
486;26;603;25/10/2019;Efectivo;NO
3159;101;331;17/10/2017;Credito;NO
217;125;353;18/7/2016;Efectivo;SI
2188;136;107;24/9/2017;Efectivo;NO
3544;142;407;30/1/2018;Credito;SI
3967;48;166;20/12/2015;Efectivo;NO
391;30;524;20/10/2018;Efectivo;SI
1611;90;178;7/3/2016;Efectivo;NO
2646;7;433;31/8/2015;Efectivo;NO
971;26;520;25/11/2018;Efectivo;SI
2893;13;376;17/9/2015;Credito;SI
2249;21;436;10/5/2016;Credito;SI
2511;29;159;11/1/2019;Credito;SI
1311;1;17;22/11/2019;Credito;SI
523;139;97;9/12/2016;Efectivo;NO
1613;41;109;19/10/2018;Credito;SI
506;17;341;4/9/2017;Credito;NO
817;90;302;6/1/2017;Credito;NO
446;153;211;14/11/2015;Efectivo;NO
1708;128;200;12/5/2018;Efectivo;NO
912;11;440;6/1/2016;Credito;SI
2710;18;172;24/6/2015;Credito;NO
790;130;267;29/7/2015;Efectivo;NO
2701;153;408;2/6/2018;Credito;NO
3158;135;542;27/7/2017;Efectivo;SI
628;147;355;7/12/2018;Credito;NO
1873;154;377;14/12/2017;Efectivo;SI
3633;13;339;28/12/2019;Efectivo;NO
16;8;122;5/4/2016;Credito;NO
877;136;539;23/10/2018;Efectivo;NO
2136;47;420;6/1/2018;Credito;SI
227;25;343;5/6/2015;Efectivo;SI
1483;11;581;25/8/2018;Efectivo;SI
119;93;407;3/11/2017;Credito;SI
3687;109;325;15/10/2017;Credito;NO
2724;139;134;17/9/2017;Credito;NO
1132;142;550;4/10/2018;Efectivo;NO
2160;25;351;14/4/2018;Efectivo;SI
3006;38;236;28/10/2018;Credito;SI
2391;83;446;18/9/2016;Credito;SI
3944;112;518;12/7/2016;Efectivo;NO
1445;149;26;2/1/2017;Efectivo;NO
1510;66;595;8/12/2017;Efectivo;SI
96;71;268;13/8/2016;Credito;NO
2185;104;141;28/8/2019;Credito;NO
2442;90;28;4/10/2015;Efectivo;SI
3744;1;304;15/1/2017;Efectivo;SI
3822;18;47;1/3/2016;Efectivo;NO
3217;71;525;7/11/2016;Credito;SI
1271;62;281;12/12/2019;Efectivo;SI
949;127;214;20/12/2017;Efectivo;SI
707;75;51;14/5/2016;Efectivo;SI
250;77;291;17/12/2017;Credito;NO
3091;13;64;4/2/2017;Efectivo;SI
2519;92;209;7/7/2017;Credito;SI
2912;90;380;5/12/2018;Efectivo;SI
2507;81;74;27/7/2018;Credito;NO
2815;150;347;5/7/2019;Efectivo;NO
1583;133;116;23/7/2017;Efectivo;NO
84;140;309;5/7/2015;Efectivo;NO
961;105;551;10/11/2018;Credito;SI
188;72;76;17/10/2015;Efectivo;NO
168;69;439;16/7/2019;Credito;NO
428;138;229;2/2/2017;Efectivo;NO
3691;93;226;1/12/2018;Efectivo;NO
2169;141;15;16/7/2017;Credito;NO
2652;49;474;10/6/2018;Efectivo;SI
353;43;473;20/9/2019;Credito;NO
3750;129;304;1/9/2017;Efectivo;NO
1116;106;65;11/4/2016;Efectivo;NO
3211;85;238;10/6/2019;Efectivo;SI
1836;121;515;28/1/2018;Efectivo;NO
1106;85;389;9/10/2017;Credito;SI
1459;100;355;9/1/2017;Credito;SI
2036;132;337;16/4/2019;Credito;SI
1450;111;124;2/4/2015;Credito;SI
3571;13;427;4/3/2017;Credito;SI
2494;88;310;19/5/2019;Credito;SI
3403;111;92;31/12/2015;Credito;NO
970;18;483;15/12/2015;Efectivo;SI
174;82;538;23/6/2016;Efectivo;NO
2398;9;453;26/11/2015;Credito;SI
1928;7;21;8/11/2016;Credito;SI
937;47;426;5/8/2018;Credito;NO
3760;132;516;27/2/2018;Efectivo;NO
1363;104;50;22/2/2018;Credito;NO
2105;130;422;1/6/2017;Credito;SI
70;14;219;17/10/2016;Efectivo;SI
752;17;580;30/1/2018;Efectivo;NO
200;127;280;13/8/2018;Efectivo;SI
388;83;83;8/4/2019;Efectivo;SI
2167;94;225;23/1/2018;Efectivo;NO
889;150;118;29/6/2015;Efectivo;SI
713;78;315;18/7/2017;Credito;SI
2020;3;520;5/9/2016;Efectivo;NO
3232;25;133;29/11/2015;Credito;SI
3604;66;142;26/9/2016;Credito;NO
1693;129;242;22/9/2018;Efectivo;NO
1537;46;337;11/9/2016;Credito;NO
3368;129;149;1/2/2016;Efectivo;NO
3287;119;189;17/7/2018;Efectivo;NO
21;47;245;17/7/2019;Credito;SI
352;129;100;8/4/2015;Efectivo;NO
3460;44;62;21/6/2016;Efectivo;SI
2637;91;355;25/2/2018;Credito;NO
650;107;73;8/5/2015;Credito;NO
2423;91;151;26/3/2017;Credito;NO
3991;54;11;24/9/2018;Credito;NO
37;22;278;2/3/2017;Credito;NO
1967;125;409;12/5/2018;Credito;NO
3394;86;545;24/3/2018;Efectivo;SI
1744;28;591;19/9/2018;Efectivo;NO
2857;39;103;19/12/2018;Efectivo;SI
708;125;466;25/1/2017;Credito;NO
220;31;300;13/7/2018;Efectivo;NO
270;16;153;6/12/2016;Credito;SI
2734;48;503;20/5/2017;Credito;SI
1943;33;443;24/10/2015;Credito;NO
303;124;101;29/3/2015;Credito;NO
1472;1;215;24/3/2016;Credito;NO
209;90;273;4/11/2017;Credito;NO
3164;155;582;14/4/2016;Credito;NO
251;125;197;1/1/2016;Efectivo;NO
1785;142;129;1/3/2018;Credito;SI
2154;90;389;11/10/2018;Credito;SI
3498;61;90;19/7/2018;Credito;SI
3082;34;463;20/3/2019;Credito;SI
2293;60;302;18/12/2015;Efectivo;SI
3698;112;289;5/12/2015;Efectivo;SI
1807;1;197;31/1/2017;Credito;NO
416;109;277;16/7/2015;Credito;NO
471;117;78;29/3/2017;Efectivo;NO
3300;82;178;2/3/2016;Credito;NO
2370;150;183;26/10/2015;Credito;SI
2152;14;289;3/2/2017;Efectivo;NO
3386;122;432;7/1/2019;Credito;NO
1596;75;402;22/7/2017;Efectivo;NO
3965;60;170;5/5/2016;Credito;NO
2877;92;313;3/9/2017;Credito;NO
862;11;469;7/10/2016;Credito;NO
666;39;68;28/7/2016;Credito;SI
1629;147;357;6/8/2018;Efectivo;NO
850;109;375;16/11/2018;Credito;SI
545;1;60;4/4/2019;Efectivo;NO
2196;87;489;8/10/2015;Efectivo;NO
3053;113;298;11/6/2017;Credito;NO
2884;64;480;31/3/2017;Efectivo;NO
1164;107;544;12/5/2017;Efectivo;NO
3276;46;337;20/10/2019;Credito;NO
1233;86;268;13/1/2019;Efectivo;SI
2322;57;203;21/1/2019;Credito;SI
